observed_total_usd,det_low,det_high,mean_true_value_usd,median_true_value_usd,p05_true_value_usd,p95_true_value_usd
30620155899.82332,0.1,0.3,168502560906.69296,154120686919.64197,105356666375.86856,278079167594.0548
