species_name,value_usd,share_pct
"borneo teak, malacca teak, merbau, moluccan ironwood",21113.76,6.89537965419759e-05
wild boar,20388.0,6.658359306432414e-05
woolly rhino,20284.26,6.624479661815517e-05
"common water monitor, malayan monitor, no-mark lizard, plain lizard, rice lizard, ring lizard, two-banded monitor, water monitor, varano de dos bandas, varan à deux bandes, varan aquatique commun",20000.0,6.53164538594508e-05
affenbrotbaum; baobab,19725.6,6.442031211249913e-05
nato,19324.7,6.311104379488644e-05
lesser kudu,19197.06,6.269419418635544e-05
"blue-naped parrot, loro nuquiazul, perroquet à couronne, perruche à calotte bleue, perruche de luçon",18351.409,5.993244796022051e-05
"common marmoset, white-tufted-ear marmoset, ouistiti à pinceaux blancs, ouistiti à toupet blanc, ouistiti commun",18303.1,5.977467933174569e-05
hartebeest,17892.257,5.843293893909679e-05
"apes, monkeys, simios, monos, primates",17093.5717,5.5824574361813196e-05
eland,16793.87,5.484580174883075e-05
beng,16595.329999999998,5.4197405311367974e-05
"grivet monkey, savanna monkey",16192.106,5.2880547221816826e-05
"indian rosewood, sonokeling",16103.1,5.258986940720611e-05
common warthog,15750.2307,5.143746083961278e-05
"mexican redknee tarantula, tarantula mexicana pierna roja, tarantule à genoux rouges du mexique",15522.3,5.069307958712766e-05
western bluebird,15304.2,4.9980803657790346e-05
roan antelope,15300.0,4.996708720247986e-05
"sawfishes, peces sierra, poissons-scies",15000.0,4.8987340394588103e-05
kodiak bear,14000.0,4.572151770161556e-05
bushpig,13846.218,4.5219292956244856e-05
sal tree,13413.99,4.380771294530672e-05
chinese yew,12558.9,4.101514061877283e-05
asiatic softshell turtle,12545.0,4.0969745683340515e-05
philippine sailfin lizard,12518.354000000001,4.0882724571863574e-05
"guara, don-cedar, chuncho, achapo",12445.630000000001,4.064522088233983e-05
philippine pitviper,12371.0,4.0401492534763295e-05
eurasian siskin,11956.4,3.9047482446256875e-05
common linnet,11956.4,3.9047482446256875e-05
european greenfinch,11956.4,3.9047482446256875e-05
hawfinch,11956.4,3.9047482446256875e-05
common chaffinch,11956.4,3.9047482446256875e-05
"ocelot, gato onza, manigordo, ocelote",11805.301,3.8554019903171414e-05
snaggletooth shark,11634.4,3.799588753911972e-05
american goldfinch,11478.1,3.7485439452208114e-05
